timestamp,action_type,item_id,source,user_answer,platform,subject_id,correct_answer,is_correct
1554887741155,enter,b3809,diagnosis,,mobile,u562823,,False
1554887760361,respond,q5277,diagnosis,a,mobile,u562823,a,True
1554887764973,submit,b3809,diagnosis,,mobile,u562823,,False
1554887765047,enter,b476,diagnosis,,mobile,u562823,,False
1554887775543,respond,q476,diagnosis,a,mobile,u562823,a,True
1554887781942,submit,b476,diagnosis,,mobile,u562823,,False
1554887782009,enter,b297,diagnosis,,mobile,u562823,,False
1554887798463,respond,q297,diagnosis,b,mobile,u562823,b,True
1554887802984,submit,b297,diagnosis,,mobile,u562823,,False
1554887803062,enter,b218,diagnosis,,mobile,u562823,,False
1554887820310,respond,q218,diagnosis,b,mobile,u562823,b,True
1554887824922,submit,b218,diagnosis,,mobile,u562823,,False
1554887824986,enter,b3667,diagnosis,,mobile,u562823,,False
1554887833013,respond,q5135,diagnosis,a,mobile,u562823,b,False
1554887838049,submit,b3667,diagnosis,,mobile,u562823,,False
1554887838103,enter,b2546,diagnosis,,mobile,u562823,,False
1554887864144,respond,q4014,diagnosis,d,mobile,u562823,a,False
1554887869200,submit,b2546,diagnosis,,mobile,u562823,,False
1554887869282,enter,b2665,diagnosis,,mobile,u562823,,False
1554887876230,respond,q4133,diagnosis,c,mobile,u562823,c,True
1554887881987,submit,b2665,diagnosis,,mobile,u562823,,False
1554887882055,enter,b4288,diagnosis,,mobile,u562823,,False
1554887903510,respond,q5756,diagnosis,b,mobile,u562823,b,True
1554887909398,submit,b4288,diagnosis,,mobile,u562823,,False
1554889227015,enter,b764,sprint,,mobile,u562823,,False
1554889242643,respond,q764,sprint,b,mobile,u562823,b,True
1554889247822,submit,b764,sprint,,mobile,u562823,,False
1554889247928,enter,e764,sprint,,mobile,u562823,,False
1554889289007,quit,e764,sprint,,mobile,u562823,,False
1554889289070,enter,b774,sprint,,mobile,u562823,,False
1554889310013,respond,q774,sprint,b,mobile,u562823,a,False
1554889314963,submit,b774,sprint,,mobile,u562823,,False
1554889315021,enter,e774,sprint,,mobile,u562823,,False
1554889339155,quit,e774,sprint,,mobile,u562823,,False
1554889339254,enter,b588,sprint,,mobile,u562823,,False
1554889362262,respond,q588,sprint,a,mobile,u562823,a,True
1554889365697,submit,b588,sprint,,mobile,u562823,,False
1554889365786,enter,e588,sprint,,mobile,u562823,,False
1554889388529,quit,e588,sprint,,mobile,u562823,,False
1554889388592,enter,b8316,sprint,,mobile,u562823,,False
1554889406106,respond,q11263,sprint,b,mobile,u562823,b,True
1554889409675,submit,b8316,sprint,,mobile,u562823,,False
1554889409757,enter,e8316,sprint,,mobile,u562823,,False
1554889432457,quit,e8316,sprint,,mobile,u562823,,False
1554889432520,enter,b666,sprint,,mobile,u562823,,False
1554889455234,respond,q666,sprint,a,mobile,u562823,a,True
1554889458961,submit,b666,sprint,,mobile,u562823,,False
1554889459054,enter,e666,sprint,,mobile,u562823,,False
1554889505928,quit,e666,sprint,,mobile,u562823,,False
1554889506030,enter,b1240,sprint,,mobile,u562823,,False
1554889524823,respond,q1240,sprint,c,mobile,u562823,b,False
1554889529071,submit,b1240,sprint,,mobile,u562823,,False
1554889529155,enter,e1240,sprint,,mobile,u562823,,False
1554889551188,quit,e1240,sprint,,mobile,u562823,,False
1554889551250,enter,b1000,sprint,,mobile,u562823,,False
1554889566339,respond,q1000,sprint,b,mobile,u562823,c,False
1554889569705,submit,b1000,sprint,,mobile,u562823,,False
1554889569760,enter,e1000,sprint,,mobile,u562823,,False
1554889615050,quit,e1000,sprint,,mobile,u562823,,False
1554889615144,enter,b295,sprint,,mobile,u562823,,False
1554889630671,respond,q295,sprint,c,mobile,u562823,c,True
1554889634879,submit,b295,sprint,,mobile,u562823,,False
1554889634980,enter,e295,sprint,,mobile,u562823,,False
1554889642885,quit,e295,sprint,,mobile,u562823,,False
1554889642941,enter,b822,sprint,,mobile,u562823,,False
1554889665401,respond,q822,sprint,b,mobile,u562823,b,True
1554889669216,submit,b822,sprint,,mobile,u562823,,False
1554889669309,enter,e822,sprint,,mobile,u562823,,False
1554889693227,quit,e822,sprint,,mobile,u562823,,False
1554889693316,enter,b997,sprint,,mobile,u562823,,False
1554889712195,respond,q997,sprint,b,mobile,u562823,b,True
1554889715688,submit,b997,sprint,,mobile,u562823,,False
1554889715780,enter,e997,sprint,,mobile,u562823,,False
1554889742523,quit,e997,sprint,,mobile,u562823,,False
1554889761102,enter,e1240,sprint,,mobile,u562823,,False
1554889781966,quit,e1240,sprint,,mobile,u562823,,False
1554889841127,enter,b2729,sprint,,mobile,u562823,,False
1554889851598,respond,q4197,sprint,d,mobile,u562823,d,True
1554889854799,submit,b2729,sprint,,mobile,u562823,,False
1554889854874,enter,e2729,sprint,,mobile,u562823,,False
1554889864697,quit,e2729,sprint,,mobile,u562823,,False
1554889864755,enter,b2451,sprint,,mobile,u562823,,False
1554889876361,respond,q3919,sprint,d,mobile,u562823,a,False
1554889881022,submit,b2451,sprint,,mobile,u562823,,False
1554889881076,enter,e2451,sprint,,mobile,u562823,,False
1554889909940,quit,e2451,sprint,,mobile,u562823,,False
1554889910024,enter,b3415,sprint,,mobile,u562823,,False
1554889926587,respond,q4883,sprint,a,mobile,u562823,a,True
1554889929675,submit,b3415,sprint,,mobile,u562823,,False
1554889929726,enter,e3415,sprint,,mobile,u562823,,False
1554889935742,quit,e3415,sprint,,mobile,u562823,,False
1554889935796,enter,b6378,sprint,,mobile,u562823,,False
1554889950152,respond,q9027,sprint,c,mobile,u562823,a,False
1554889953813,submit,b6378,sprint,,mobile,u562823,,False
1554889953871,enter,e6378,sprint,,mobile,u562823,,False
1554889997361,quit,e6378,sprint,,mobile,u562823,,False
1554889997417,enter,b6926,sprint,,mobile,u562823,,False
1554890010453,respond,q9575,sprint,d,mobile,u562823,d,True
1554890016910,submit,b6926,sprint,,mobile,u562823,,False
1554890017000,enter,e6926,sprint,,mobile,u562823,,False
1554890023805,quit,e6926,sprint,,mobile,u562823,,False
1554890023896,enter,b2325,sprint,,mobile,u562823,,False
1554890040250,respond,q3793,sprint,c,mobile,u562823,d,False
1554890043946,respond,q3793,sprint,d,mobile,u562823,d,True
1554890047237,submit,b2325,sprint,,mobile,u562823,,False
1554890047285,enter,e2325,sprint,,mobile,u562823,,False
1554890054857,quit,e2325,sprint,,mobile,u562823,,False
1554890054953,enter,b5055,sprint,,mobile,u562823,,False
1554890068747,respond,q6523,sprint,c,mobile,u562823,b,False
1554890069491,respond,q6523,sprint,b,mobile,u562823,b,True
1554890073206,submit,b5055,sprint,,mobile,u562823,,False
1554890073255,enter,e5055,sprint,,mobile,u562823,,False
1554890087611,quit,e5055,sprint,,mobile,u562823,,False
1554890087702,enter,b7284,sprint,,mobile,u562823,,False
1554890098954,respond,q9933,sprint,a,mobile,u562823,a,True
1554890103928,submit,b7284,sprint,,mobile,u562823,,False
1554890103976,enter,e7284,sprint,,mobile,u562823,,False
1554890118528,quit,e7284,sprint,,mobile,u562823,,False
1554890118617,enter,b3592,sprint,,mobile,u562823,,False
1554890141827,respond,q5060,sprint,c,mobile,u562823,c,True
1554890145066,submit,b3592,sprint,,mobile,u562823,,False
1554890145143,enter,e3592,sprint,,mobile,u562823,,False
1554890152486,quit,e3592,sprint,,mobile,u562823,,False
1554890152551,enter,b4603,sprint,,mobile,u562823,,False
1554890166615,respond,q6071,sprint,b,mobile,u562823,b,True
1554890174206,submit,b4603,sprint,,mobile,u562823,,False
1554890174263,enter,e4603,sprint,,mobile,u562823,,False
1554890229572,quit,e4603,sprint,,mobile,u562823,,False
1554909509337,enter,e2451,my_note,,mobile,u562823,,False
1554909544407,quit,e2451,my_note,,mobile,u562823,,False
1554909552730,enter,e1000,my_note,,mobile,u562823,,False
1554909596013,quit,e1000,my_note,,mobile,u562823,,False
1554909600156,enter,e1240,my_note,,mobile,u562823,,False
1554909641048,quit,e1240,my_note,,mobile,u562823,,False
1554909650169,enter,e774,my_note,,mobile,u562823,,False
1554909661591,quit,e774,my_note,,mobile,u562823,,False
1554915516728,enter,b86,sprint,,mobile,u562823,,False
1554915540727,respond,q86,sprint,a,mobile,u562823,a,True
1554915545740,submit,b86,sprint,,mobile,u562823,,False
1554915545801,enter,e86,sprint,,mobile,u562823,,False
1554915555827,quit,e86,sprint,,mobile,u562823,,False
1554915555887,enter,b5567,sprint,,mobile,u562823,,False
1554915580185,respond,q8096,sprint,d,mobile,u562823,d,True
1554915584782,submit,b5567,sprint,,mobile,u562823,,False
1554915584832,enter,e5567,sprint,,mobile,u562823,,False
1554915592241,quit,e5567,sprint,,mobile,u562823,,False
1554915592304,enter,b190,sprint,,mobile,u562823,,False
1554915628538,respond,q190,sprint,a,mobile,u562823,a,True
1554915636415,submit,b190,sprint,,mobile,u562823,,False
1554915636511,enter,e190,sprint,,mobile,u562823,,False
1554915674610,quit,e190,sprint,,mobile,u562823,,False
1554915674668,enter,b8301,sprint,,mobile,u562823,,False
1554915697058,respond,q11248,sprint,a,mobile,u562823,a,True
1554915701325,submit,b8301,sprint,,mobile,u562823,,False
1554915701395,enter,e8301,sprint,,mobile,u562823,,False
1554915709641,quit,e8301,sprint,,mobile,u562823,,False
1554915709702,enter,e3,sprint,,mobile,u562823,,False
1554915756850,respond,q3,sprint,a,mobile,u562823,b,False
1554915758443,quit,e3,sprint,,mobile,u562823,,False
1554915811686,enter,b3,sprint,,mobile,u562823,,False
1554915829794,submit,b3,sprint,,mobile,u562823,,False
1554915829850,enter,b158,sprint,,mobile,u562823,,False
1554915852397,respond,q158,sprint,c,mobile,u562823,c,True
1554915856557,submit,b158,sprint,,mobile,u562823,,False
1554915856624,enter,e158,sprint,,mobile,u562823,,False
1554915861669,quit,e158,sprint,,mobile,u562823,,False
1554915861738,enter,b73,sprint,,mobile,u562823,,False
1554915883480,respond,q73,sprint,b,mobile,u562823,b,True
1554915887183,submit,b73,sprint,,mobile,u562823,,False
1554915887285,enter,e73,sprint,,mobile,u562823,,False
1554915901899,quit,e73,sprint,,mobile,u562823,,False
1554915901977,enter,b8207,sprint,,mobile,u562823,,False
1554915927223,respond,q11154,sprint,a,mobile,u562823,a,True
1554915932351,submit,b8207,sprint,,mobile,u562823,,False
1554915932407,enter,e8207,sprint,,mobile,u562823,,False
1554915937770,quit,e8207,sprint,,mobile,u562823,,False
1554915937829,enter,b160,sprint,,mobile,u562823,,False
1554915964801,respond,q160,sprint,a,mobile,u562823,d,False
1554915969175,submit,b160,sprint,,mobile,u562823,,False
1554915969235,enter,e160,sprint,,mobile,u562823,,False
1554916002456,quit,e160,sprint,,mobile,u562823,,False
1554916002522,enter,b5633,sprint,,mobile,u562823,,False
1554916030558,respond,q8162,sprint,c,mobile,u562823,b,False
1554916035436,submit,b5633,sprint,,mobile,u562823,,False
1554916035491,enter,e5633,sprint,,mobile,u562823,,False
1554916074519,quit,e5633,sprint,,mobile,u562823,,False
1554916074591,enter,b7,sprint,,mobile,u562823,,False
1554916102954,respond,q7,sprint,d,mobile,u562823,d,True
1554916106778,submit,b7,sprint,,mobile,u562823,,False
1554916106831,enter,e7,sprint,,mobile,u562823,,False
1554916116030,quit,e7,sprint,,mobile,u562823,,False
1554916116083,enter,b8287,sprint,,mobile,u562823,,False
1554916139192,respond,q11234,sprint,b,mobile,u562823,b,True
1554916143837,submit,b8287,sprint,,mobile,u562823,,False
1554916143889,enter,e8287,sprint,,mobile,u562823,,False
1554916149593,quit,e8287,sprint,,mobile,u562823,,False
1554916149636,enter,b5648,sprint,,mobile,u562823,,False
1554916175168,respond,q8177,sprint,b,mobile,u562823,b,True
1554916178399,submit,b5648,sprint,,mobile,u562823,,False
1554916178451,enter,e5648,sprint,,mobile,u562823,,False
1554916187362,quit,e5648,sprint,,mobile,u562823,,False
1554916187434,enter,b189,sprint,,mobile,u562823,,False
1554916201226,respond,q189,sprint,b,mobile,u562823,b,True
1554916211351,submit,b189,sprint,,mobile,u562823,,False
1554916211402,enter,e189,sprint,,mobile,u562823,,False
1554916215921,quit,e189,sprint,,mobile,u562823,,False
1554916215984,enter,b5589,sprint,,mobile,u562823,,False
1554916240560,respond,q8118,sprint,a,mobile,u562823,a,True
1554916244399,submit,b5589,sprint,,mobile,u562823,,False
1554916244462,enter,e5589,sprint,,mobile,u562823,,False
1554916252048,quit,e5589,sprint,,mobile,u562823,,False
1554916252106,enter,b8067,sprint,,mobile,u562823,,False
1554916275767,respond,q11014,sprint,a,mobile,u562823,a,True
1554916279211,submit,b8067,sprint,,mobile,u562823,,False
1554916279279,enter,e8067,sprint,,mobile,u562823,,False
1554916284006,quit,e8067,sprint,,mobile,u562823,,False
1554916284067,enter,b121,sprint,,mobile,u562823,,False
1554916308697,respond,q121,sprint,b,mobile,u562823,c,False
1554916312583,submit,b121,sprint,,mobile,u562823,,False
1554916312636,enter,e121,sprint,,mobile,u562823,,False
1554916324508,quit,e121,sprint,,mobile,u562823,,False
1554916367068,enter,b5633,adaptive_offer,,mobile,u562823,,False
1554916382548,respond,q8162,adaptive_offer,b,mobile,u562823,b,True
1554916386380,submit,b5633,adaptive_offer,,mobile,u562823,,False
1554916386442,enter,e5633,adaptive_offer,,mobile,u562823,,False
1554916392471,quit,e5633,adaptive_offer,,mobile,u562823,,False
1554916392535,enter,b121,adaptive_offer,,mobile,u562823,,False
1554916415288,respond,q121,adaptive_offer,c,mobile,u562823,c,True
1554916418383,submit,b121,adaptive_offer,,mobile,u562823,,False
1554916418474,enter,e121,adaptive_offer,,mobile,u562823,,False
1554916425020,quit,e121,adaptive_offer,,mobile,u562823,,False
1554916426797,enter,e121,sprint,,mobile,u562823,,False
1554916434078,quit,e121,sprint,,mobile,u562823,,False
1554916434136,enter,b124,sprint,,mobile,u562823,,False
1554916449386,respond,q124,sprint,b,mobile,u562823,b,True
1554916462414,submit,b124,sprint,,mobile,u562823,,False
1554916462465,enter,e124,sprint,,mobile,u562823,,False
1554916467747,quit,e124,sprint,,mobile,u562823,,False
1554916467804,enter,b5557,sprint,,mobile,u562823,,False
1554916483012,respond,q8086,sprint,b,mobile,u562823,b,True
1554916494208,submit,b5557,sprint,,mobile,u562823,,False
1554916494266,enter,e5557,sprint,,mobile,u562823,,False
1554916499972,quit,e5557,sprint,,mobile,u562823,,False
1554916500040,enter,b8189,sprint,,mobile,u562823,,False
1554916518876,respond,q11136,sprint,c,mobile,u562823,d,False
1554916522484,respond,q11136,sprint,d,mobile,u562823,d,True
1554916526184,submit,b8189,sprint,,mobile,u562823,,False
1554916526236,enter,e8189,sprint,,mobile,u562823,,False
1554916538673,quit,e8189,sprint,,mobile,u562823,,False
1554916538738,enter,b5579,sprint,,mobile,u562823,,False
1554916563061,respond,q8108,sprint,d,mobile,u562823,d,True
1554916566605,submit,b5579,sprint,,mobile,u562823,,False
1554916566657,enter,e5579,sprint,,mobile,u562823,,False
1554916571741,quit,e5579,sprint,,mobile,u562823,,False
1554916571801,enter,b140,sprint,,mobile,u562823,,False
1554916593665,respond,q140,sprint,d,mobile,u562823,d,True
1554916596953,submit,b140,sprint,,mobile,u562823,,False
1554916597008,enter,e140,sprint,,mobile,u562823,,False
1554916602061,quit,e140,sprint,,mobile,u562823,,False
1554916602113,enter,b166,sprint,,mobile,u562823,,False
1554916621241,respond,q166,sprint,c,mobile,u562823,c,True
1554916627679,submit,b166,sprint,,mobile,u562823,,False
1554916627731,enter,e166,sprint,,mobile,u562823,,False
1554916631958,quit,e166,sprint,,mobile,u562823,,False
1554916632015,enter,b8037,sprint,,mobile,u562823,,False
1554916653779,respond,q10984,sprint,b,mobile,u562823,b,True
1554916657175,submit,b8037,sprint,,mobile,u562823,,False
1554916657222,enter,e8037,sprint,,mobile,u562823,,False
1554916662584,quit,e8037,sprint,,mobile,u562823,,False
1554916662634,enter,b57,sprint,,mobile,u562823,,False
1554916684955,respond,q57,sprint,a,mobile,u562823,a,True
1554916688567,submit,b57,sprint,,mobile,u562823,,False
1554916688625,enter,e57,sprint,,mobile,u562823,,False
1554916693449,quit,e57,sprint,,mobile,u562823,,False
1554916693499,enter,b19,sprint,,mobile,u562823,,False
1554916716244,respond,q19,sprint,c,mobile,u562823,a,False
1554916720128,submit,b19,sprint,,mobile,u562823,,False
1554916720179,enter,e19,sprint,,mobile,u562823,,False
1554916725564,quit,e19,sprint,,mobile,u562823,,False
1554916725617,enter,b135,sprint,,mobile,u562823,,False
1554916754696,respond,q135,sprint,d,mobile,u562823,d,True
1554916758077,submit,b135,sprint,,mobile,u562823,,False
1554916758125,enter,e135,sprint,,mobile,u562823,,False
1554916783857,quit,e135,sprint,,mobile,u562823,,False
1554916783919,enter,b8232,sprint,,mobile,u562823,,False
1554916798078,respond,q11179,sprint,b,mobile,u562823,b,True
1554916808708,submit,b8232,sprint,,mobile,u562823,,False
1554916808755,enter,e8232,sprint,,mobile,u562823,,False
1554916813576,quit,e8232,sprint,,mobile,u562823,,False
1554916813638,enter,b99,sprint,,mobile,u562823,,False
1554916824854,respond,q99,sprint,a,mobile,u562823,a,True
1554916839201,submit,b99,sprint,,mobile,u562823,,False
1554916839242,enter,e99,sprint,,mobile,u562823,,False
1554916849450,quit,e99,sprint,,mobile,u562823,,False
1554916849507,enter,b5613,sprint,,mobile,u562823,,False
1554916871817,respond,q8142,sprint,b,mobile,u562823,c,False
1554916876911,submit,b5613,sprint,,mobile,u562823,,False
1554916876966,enter,e5613,sprint,,mobile,u562823,,False
1554916917289,quit,e5613,sprint,,mobile,u562823,,False
1554916917355,enter,b60,sprint,,mobile,u562823,,False
1554916927868,submit,b60,sprint,,mobile,u562823,,False
1554916975533,enter,b336,sprint,,mobile,u562823,,False
1554916993502,respond,q336,sprint,b,mobile,u562823,b,True
1554916997571,submit,b336,sprint,,mobile,u562823,,False
1554916997628,enter,e336,sprint,,mobile,u562823,,False
1554917020970,quit,e336,sprint,,mobile,u562823,,False
1554917021025,enter,b905,sprint,,mobile,u562823,,False
1554917037528,respond,q905,sprint,c,mobile,u562823,c,True
1554917041518,submit,b905,sprint,,mobile,u562823,,False
1554917041565,enter,e905,sprint,,mobile,u562823,,False
1554917050472,quit,e905,sprint,,mobile,u562823,,False
1554917050523,enter,b676,sprint,,mobile,u562823,,False
1554917070971,respond,q676,sprint,c,mobile,u562823,c,True
1554917074469,submit,b676,sprint,,mobile,u562823,,False
1554917074525,enter,e676,sprint,,mobile,u562823,,False
1554917094150,quit,e676,sprint,,mobile,u562823,,False
1554917094211,enter,b8302,sprint,,mobile,u562823,,False
1554917115790,respond,q11249,sprint,b,mobile,u562823,b,True
1554917119584,submit,b8302,sprint,,mobile,u562823,,False
1554917119651,enter,e8302,sprint,,mobile,u562823,,False
1554917125762,quit,e8302,sprint,,mobile,u562823,,False
1554917125813,enter,b254,sprint,,mobile,u562823,,False
1554917144754,respond,q254,sprint,a,mobile,u562823,a,True
1554917148678,submit,b254,sprint,,mobile,u562823,,False
1554917148731,enter,e254,sprint,,mobile,u562823,,False
1554917194755,quit,e254,sprint,,mobile,u562823,,False
1554917256852,enter,b4307,sprint,,mobile,u562823,,False
1554917349766,respond,q5775,sprint,d,mobile,u562823,d,True
1554917353846,submit,b4307,sprint,,mobile,u562823,,False
1554917353899,enter,e4307,sprint,,mobile,u562823,,False
1554917369098,quit,e4307,sprint,,mobile,u562823,,False
1554917369153,enter,b3418,sprint,,mobile,u562823,,False
1554917377778,respond,q4886,sprint,c,mobile,u562823,d,False
1554917381255,submit,b3418,sprint,,mobile,u562823,,False
1554917381306,enter,e3418,sprint,,mobile,u562823,,False
1554917429963,quit,e3418,sprint,,mobile,u562823,,False
1554917430026,enter,b3869,sprint,,mobile,u562823,,False
1554917458413,respond,q5337,sprint,c,mobile,u562823,b,False
1554917463232,submit,b3869,sprint,,mobile,u562823,,False
1554917463291,enter,e3869,sprint,,mobile,u562823,,False
1554917481462,quit,e3869,sprint,,mobile,u562823,,False
1554917481519,enter,b6436,sprint,,mobile,u562823,,False
1554917498732,respond,q9085,sprint,a,mobile,u562823,a,True
1554917502544,submit,b6436,sprint,,mobile,u562823,,False
1554917502619,enter,e6436,sprint,,mobile,u562823,,False
1554917508917,quit,e6436,sprint,,mobile,u562823,,False
1554917508969,enter,b3871,sprint,,mobile,u562823,,False
1554917517932,respond,q5339,sprint,c,mobile,u562823,c,True
1554917522350,submit,b3871,sprint,,mobile,u562823,,False
1554917522397,enter,e3871,sprint,,mobile,u562823,,False
1554917529709,quit,e3871,sprint,,mobile,u562823,,False
1554917529768,enter,b2653,sprint,,mobile,u562823,,False
1554917551574,respond,q4121,sprint,b,mobile,u562823,b,True
1554917555331,submit,b2653,sprint,,mobile,u562823,,False
